"	部门","	员工编码","	员工姓名","	打卡时间","	当前班次","	该班次的上下班时间","	当前楼层","	门禁名称","	状态","	地点"
"	人力资源部","	21033887","	张三","	2022-05-24 08:56:45","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-23 17:45:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-23 17:06:35","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-23 17:05:27","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-23 08:54:23","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-20 17:51:06","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-20 12:40:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-20 12:11:54","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-20 08:52:07","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-19 18:02:45","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-19 09:56:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-18 17:59:57","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-18 14:47:14","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-18 14:32:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-18 14:29:08","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-18 08:52:31","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-17 18:41:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-17 15:57:08","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-17 15:48:14","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-17 14:28:08","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-17 14:26:33","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-17 08:55:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-16 18:19:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-05-16 15:33:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-05-16 11:37:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-05-16 11:36:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机右出口"
"	人力资源部","	21033887","	张三","	2022-05-16 09:03:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-05-13 19:01:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-13 08:53:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-12 19:06:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-12 15:59:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-12 08:56:59","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-11 18:11:33","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-11 08:56:51","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-10 18:11:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-10 09:13:39","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-09 18:19:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-09 15:43:12","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-09 15:40:55","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-09 08:58:52","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-07 18:10:53","	","	-","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-07 15:41:47","	","	-","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-07 08:54:17","	","	-","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-06 17:53:17","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-06 08:53:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-05 17:49:35","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-05 16:24:49","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-05-05 16:22:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-05-05 08:53:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-29 17:48:53","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-29 17:05:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-29 17:01:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-29 08:58:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-28 18:09:57","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-04-28 16:26:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-04-28 15:55:44","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-04-28 08:57:12","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-04-27 18:09:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-27 16:21:37","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-27 14:14:54","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-27 08:54:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-26 17:02:23","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-26 08:49:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-25 17:39:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-25 16:04:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-25 14:12:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-25 14:10:23","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-25 08:55:34","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-24 17:53:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-24 08:55:26","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-22 17:49:28","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机中出口"
"	人力资源部","	21033887","	张三","	2022-04-22 11:40:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼1层东侧入口2"
"	人力资源部","	21033887","	张三","	2022-04-21 18:01:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-21 14:19:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-21 13:39:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-21 11:40:02","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-21 11:22:54","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-21 08:54:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-20 17:38:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-20 08:57:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-19 17:39:48","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-19 16:33:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-19 16:32:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-19 12:07:59","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-19 11:57:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-19 11:53:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-19 11:52:24","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-19 08:54:19","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-18 18:04:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-18 16:33:46","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-18 16:32:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-18 08:58:27","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-15 17:40:51","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-04-15 10:55:20","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼1层东侧闸机A01入口"
"	人力资源部","	21033887","	张三","	2022-04-15 10:54:53","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	副楼1层东侧闸机A02出口"
"	人力资源部","	21033887","	张三","	2022-04-15 10:53:11","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-04-15 09:18:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-04-15 09:13:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-04-15 08:54:55","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-04-14 18:22:31","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-14 10:40:19","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-14 08:55:08","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-13 19:35:52","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-13 08:52:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-12 17:41:33","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-12 15:00:51","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-12 14:58:26","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-12 08:57:01","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-11 18:01:56","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-11 14:46:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-11 14:45:45","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-11 14:42:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-11 12:36:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-11 11:55:55","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-11 09:11:25","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-08 17:49:55","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-08 12:40:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-08 11:58:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-08 08:59:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-07 18:06:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-07 16:28:38","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-07 08:55:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-06 19:11:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-06 15:29:59","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-06 11:38:23","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-04 20:46:59","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-04 20:35:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-04-02 18:15:00","	","	-","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-04-02 10:02:00","	","	-","	（）","	","	","	"
"	人力资源部","	21033887","	张三","	2022-04-02 10:02:00","	","	-","	（）","	","	","	副楼3层东侧入"
"	人力资源部","	21033887","	张三","	2022-04-02 08:58:00","	","	-","	（）","	","	","	"
"	人力资源部","	21033887","	张三","	2022-04-02 08:58:00","	","	-","	（）","	","	","	主楼大堂高区闸机右入口"
"	人力资源部","	21033887","	张三","	2022-04-01 18:41:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	"
"	人力资源部","	21033887","	张三","	2022-04-01 18:41:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-04-01 08:52:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	"
"	人力资源部","	21033887","	张三","	2022-04-01 08:52:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	主楼大堂高区闸机左入口"
"	人力资源部","	21033887","	张三","	2022-03-31 18:29:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	"
"	人力资源部","	21033887","	张三","	2022-03-31 18:29:00","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-03-31 08:54:25","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-30 18:58:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-30 17:52:47","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-30 08:28:45","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-30 08:08:44","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-29 21:41:17","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-29 20:28:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-29 19:56:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-29 13:40:24","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-28 18:01:25","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-28 08:51:20","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-25 19:56:19","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-25 12:49:37","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-24 17:38:31","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	主楼大堂高区闸机左出口"
"	人力资源部","	21033887","	张三","	2022-03-24 08:55:30","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	主楼大堂高区闸机中入口"
"	人力资源部","	21033887","	张三","	2022-03-23 17:51:11","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-23 14:30:27","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-23 12:05:20","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-23 11:55:39","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-23 08:55:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-22 18:04:07","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-22 10:14:27","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-21 17:57:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-21 10:51:38","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-21 10:49:32","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-21 08:52:01","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-11 12:11:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-11 08:50:16","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-10 17:55:10","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-10 12:30:51","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-10 12:01:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-10 08:54:22","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-09 18:49:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-09 12:56:34","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-09 12:54:38","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-09 12:17:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-09 12:14:09","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-09 08:54:13","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-08 17:55:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-08 15:06:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-08 15:02:15","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-08 14:27:29","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-08 08:54:42","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-07 19:09:31","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-07 12:33:20","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-07 12:32:10","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-07 08:56:18","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-04 08:53:01","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-03 18:00:51","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-03-03 15:57:46","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-03-03 08:54:59","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-25 18:37:21","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-25 13:52:19","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-25 12:16:57","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-25 08:49:36","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-24 17:41:56","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-24 16:07:56","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-24 16:06:40","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-24 13:10:03","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-24 12:13:54","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-24 09:11:41","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-23 13:11:04","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-23 08:53:53","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-22 17:58:07","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-22 10:08:52","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-22 10:04:43","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-22 08:55:28","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-21 18:07:24","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
"	人力资源部","	21033887","	张三","	2022-02-21 09:01:37","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	进","	"
"	人力资源部","	21033887","	张三","	2022-02-18 18:16:58","	办公班","	09:00-12:30;  13:30-17:30","	（）","	","	出","	"
